Date,Close,Risk Free Rate
1885-07-17,1.0936758148725634,2.4387499999999998
1885-07-18,1.108383817214013,2.438269230769231
1885-07-20,1.0911994661800362,2.4377884615384615
1885-07-21,1.091874731586836,2.437307692307692
1885-07-22,1.1091453821626587,2.4368269230769233
1885-07-23,1.125785367448422,2.436346153846154
1885-07-24,1.1113562085591318,2.4358653846153846
1885-07-25,1.0947912537523505,2.4353846153846153
1885-07-27,1.099726822962267,2.4349038461538464
1885-07-28,1.1023215498491306,2.434423076923077
1885-07-29,1.1138655335426721,2.4339423076923077
1885-07-30,1.112628840465509,2.4334615384615383
1885-07-31,1.1160808032324485,2.4329807692307694
1885-08-01,1.1118912910012975,2.4325
1885-08-03,1.1074880108789968,2.432
1885-08-04,1.1107601158496536,2.4315
1885-08-05,1.1082752661304898,2.431
1885-08-06,1.1136804670959424,2.4305
1885-08-07,1.1233517000916455,2.43
1885-08-10,1.12790546297407,2.4295
1885-08-11,1.125847631682744,2.4290000000000003
1885-08-12,1.1397877966405516,2.4285
1885-08-13,1.1321840768569689,2.428
1885-08-14,1.145699783059381,2.4275
1885-08-15,1.1592172401141085,2.427
1885-08-17,1.1816978572504102,2.4265
1885-08-18,1.1557442609744155,2.426
1885-08-19,1.1726794146517383,2.4255
1885-08-20,1.1629408146899474,2.425
1885-08-21,1.1645122135456372,2.4245
1885-08-22,1.1692854659295169,2.424
1885-08-24,1.1574101192171462,2.4234999999999998
1885-08-25,1.1466005204775782,2.423
1885-08-26,1.1511600102072723,2.4225
1885-08-27,1.1657543345909653,2.422
1885-08-28,1.1579321563131264,2.4215
1885-08-29,1.1400734017500849,2.421
1885-08-31,1.1410035062047583,2.4205
1885-09-01,1.1335291671367629,2.42
1885-09-02,1.1420713619739367,2.4195192307692306
1885-09-03,1.1373715425357518,2.4190384615384617
1885-09-04,1.1339519537522935,2.4185576923076924
1885-09-05,1.1236923290589562,2.418076923076923
1885-09-07,1.0991074338046691,2.4175961538461537
1885-09-08,1.1080785999039393,2.4171153846153848
1885-09-09,1.1129903007652622,2.4166346153846154
1885-09-10,1.1027188789763127,2.416153846153846
1885-09-11,1.1063478480413895,2.4156730769230768
1885-09-12,1.1112618342531888,2.415192307692308
1885-09-14,1.1243093023256772,2.4147115384615385
1885-09-15,1.1195969044390324,2.414230769230769
1885-09-16,1.1307240502622828,2.4137500000000003
1885-09-17,1.1270816811855746,2.413269230769231
1885-09-18,1.1365010731220806,2.4127884615384616
1885-09-19,1.1444246774252398,2.4123076923076923
1885-09-21,1.132213355487557,2.4118269230769234
1885-09-22,1.13413939597553,2.411346153846154
1885-09-23,1.1352089218299177,2.4108653846153847
1885-09-24,1.1294195022840179,2.4103846153846153
1885-09-25,1.1242710757519847,2.4099038461538465
1885-09-26,1.124910368407688,2.409423076923077
1885-09-28,1.1424931995703438,2.4089423076923078
1885-09-29,1.1405618474591328,2.4084615384615384
1885-09-30,1.1487137036827741,2.4079807692307695
1885-10-01,1.1464778801503173,2.4075
1885-10-02,1.1363007434125216,2.407
1885-10-03,1.1578879901414598,2.4065000000000003
1885-10-05,1.1698200589623815,2.406
1885-10-06,1.171664547672778,2.4055000000000004
1885-10-07,1.1941214068683332,2.4050000000000002
1885-10-08,1.1948952316577386,2.4045
1885-10-09,1.1991052401673021,2.4040000000000004
1885-10-10,1.212336801200078,2.4035
1885-10-12,1.2137572096345584,2.403
1885-10-13,1.2214077987571044,2.4025000000000003
1885-10-14,1.226481805932067,2.402
1885-10-15,1.2145821465487097,2.4015000000000004
1885-10-16,1.2327650832759645,2.4010000000000002
1885-10-17,1.2503071190798243,2.4005
1885-10-19,1.2624795197606866,2.4000000000000004
1885-10-20,1.276804153454543,2.3995
1885-10-21,1.277157737004753,2.399
1885-10-22,1.2536452995567167,2.3985000000000003
1885-10-23,1.2608774897437667,2.398
1885-10-24,1.266175732980741,2.3975000000000004
1885-10-26,1.2463107380824558,2.3970000000000002
1885-10-27,1.2623636298910577,2.3965
1885-10-28,1.2708905535694153,2.3960000000000004
1885-10-29,1.2634982007976268,2.3955
1885-10-30,1.279558183478454,2.395
1885-10-31,1.2936847982944981,2.3945000000000003
1885-11-02,1.2936739683046152,2.394
1885-11-04,1.283976754567714,2.3935000000000004
1885-11-05,1.3018333127738884,2.3930000000000002
1885-11-06,1.2904117153995043,2.3925
1885-11-07,1.3043983958104544,2.3920000000000003
1885-11-09,1.2972812441119195,2.3915
1885-11-10,1.3082574480554048,2.3910000000000005
1885-11-11,1.3282862528351933,2.3905000000000003
1885-11-12,1.3272032061756673,2.39
1885-11-13,1.3379736308341952,2.3895000000000004
1885-11-14,1.3269760610060086,2.3890000000000002
1885-11-16,1.335162745030381,2.3885
1885-11-17,1.352192650474476,2.3880000000000003
1885-11-18,1.3565038849360596,2.3875
1885-11-19,1.3713854495630047,2.3870000000000005
1885-11-20,1.3601685157378351,2.3865000000000003
1885-11-21,1.3416120475732847,2.386
1885-11-23,1.3221864825846295,2.3855000000000004
1885-11-24,1.3599501495837272,2.3850000000000002
1885-11-25,1.3534732898570383,2.3845
1885-11-27,1.3331767784203366,2.3840000000000003
1885-11-28,1.3396495230880103,2.3835
1885-11-30,1.332518339022409,2.3830000000000005
1885-12-01,1.3208018098430052,2.3825000000000003
1885-12-02,1.3250684336665357,2.3825000000000003
1885-12-03,1.3269594766873194,2.3825000000000003
1885-12-04,1.332524384557831,2.3825000000000003
1885-12-05,1.3467349956766348,2.3825000000000003
1885-12-07,1.328312642128418,2.3825000000000003
1885-12-08,1.3321504409658451,2.3825000000000003
1885-12-09,1.3288548720513809,2.3825000000000003
1885-12-10,1.309126199046239,2.3825000000000003
1885-12-11,1.3110167455938875,2.3825000000000003
1885-12-12,1.2904158592162702,2.3825000000000003
1885-12-14,1.278678015346692,2.3825000000000003
1885-12-15,1.3026303763316254,2.3825000000000003
1885-12-16,1.3248577167131332,2.3825000000000003
1885-12-17,1.3146343575094224,2.3825000000000003
1885-12-18,1.3225860924452357,2.3825000000000003
1885-12-19,1.313658409592186,2.3825000000000003
1885-12-21,1.304295609542597,2.3825000000000003
1885-12-22,1.2812923068609268,2.3825000000000003
1885-12-23,1.284480711245671,2.3825000000000003
1885-12-24,1.2995791764654574,2.3825000000000003
1885-12-26,1.3259424767700694,2.3825000000000003
1885-12-28,1.3139764141782808,2.3825000000000003
1885-12-29,1.3353657539833825,2.3825000000000003
1885-12-30,1.3363961603524637,2.3825000000000003
1885-12-31,1.3339602156141206,2.3825000000000003
1886-01-02,1.3341903618644633,2.3825000000000003
1886-01-04,1.3355041772335159,2.3825000000000003
1886-01-05,1.3235956581928046,2.3825000000000003
1886-01-06,1.3270760907930415,2.3825000000000003
1886-01-07,1.3244860743031004,2.3825000000000003
1886-01-08,1.3164731038446333,2.3825000000000003
1886-01-09,1.3223401354927447,2.3825000000000003
1886-01-11,1.3112865998472942,2.3825000000000003
1886-01-12,1.3084749765852328,2.3825000000000003
1886-01-13,1.2906872125960396,2.3825000000000003
1886-01-14,1.3000267912118835,2.3825000000000003
1886-01-15,1.2748497295008219,2.3825000000000003
1886-01-16,1.2646467610849856,2.3825000000000003
1886-01-18,1.2535715267428724,2.3825000000000003
1886-01-19,1.2659520856716198,2.3825000000000003
1886-01-20,1.2626944473396204,2.3825000000000003
1886-01-21,1.2744288291851766,2.3825000000000003
1886-01-22,1.2657381530825667,2.3825000000000003
1886-01-23,1.2485670588879805,2.3825000000000003
1886-01-25,1.2457387156028261,2.3825000000000003
1886-01-26,1.2579131065152043,2.3825000000000003
1886-01-27,1.2583476256425692,2.3825000000000003
1886-01-28,1.266177855530682,2.3825000000000003
1886-01-29,1.265961248676111,2.3825000000000003
1886-01-30,1.2829344070958077,2.3825000000000003
1886-02-01,1.298924425027356,2.3825000000000003
1886-02-02,1.3016403832197723,2.38304347826087
1886-02-03,1.3093630528031406,2.3835869565217394
1886-02-04,1.3105565746361438,2.384130434782609
1886-02-05,1.3226352256950942,2.3846739130434784
1886-02-06,1.3081542594526268,2.385217391304348
1886-02-08,1.334169691401623,2.385760869565218
1886-02-09,1.3473418534669963,2.3863043478260875
1886-02-10,1.330463875298282,2.386847826086957
1886-02-11,1.33514421913206,2.3873913043478265
1886-02-12,1.3374293566100823,2.387934782608696
1886-02-13,1.349952548345904,2.3884782608695656
1886-02-15,1.3409115497139397,2.389021739130435
1886-02-16,1.3442869305786385,2.3895652173913047
1886-02-17,1.337204862150469,2.390108695652174
1886-02-18,1.3192271170281127,2.3906521739130437
1886-02-19,1.3145388853918216,2.3911956521739133
1886-02-20,1.3033121035993864,2.391739130434783
1886-02-23,1.3106088639800868,2.392282608695653
1886-02-24,1.3107140122569458,2.3928260869565223
1886-02-25,1.3068955465740095,2.393369565217392
1886-02-26,1.3059104460508748,2.3939130434782614
1886-02-27,1.301654912992056,2.394456521739131
1886-03-01,1.298977576191663,2.3950000000000005
1886-03-02,1.3213764032426116,2.3954629629629633
1886-03-03,1.3217539582346296,2.3959259259259262
1886-03-04,1.3094812461460281,2.396388888888889
1886-03-05,1.311384483602927,2.3968518518518525
1886-03-06,1.3130699124093816,2.3973148148148153
1886-03-08,1.3082100155658551,2.3977777777777782
1886-03-09,1.3053128910428122,2.398240740740741
1886-03-10,1.3052522312880328,2.398703703703704
1886-03-11,1.309338621741447,2.399166666666667
1886-03-12,1.2865756762782847,2.39962962962963
1886-03-13,1.2841111486721113,2.400092592592593
1886-03-15,1.2914717104651898,2.400555555555556
1886-03-16,1.2916276279998349,2.401018518518519
1886-03-17,1.271909031720622,2.4014814814814818
1886-03-18,1.274246836861183,2.4019444444444447
1886-03-19,1.2827020107295444,2.4024074074074075
1886-03-20,1.2819829646309582,2.402870370370371
1886-03-22,1.2779860347719163,2.4033333333333338
1886-03-23,1.2497309502444272,2.4037962962962967
1886-03-24,1.243980723902761,2.4042592592592595
1886-03-25,1.2552788411756972,2.4047222222222224
1886-03-26,1.2519325547060007,2.4051851851851853
1886-03-27,1.2579869363100606,2.405648148148148
1886-03-29,1.2511415105399195,2.4061111111111115
1886-03-30,1.2628832591349348,2.4065740740740744
1886-03-31,1.2704722132981074,2.4070370370370373
1886-04-01,1.2763846461363393,2.4075
1886-04-02,1.255826210386083,2.4080000000000004
1886-04-03,1.2562674180145408,2.4085
1886-04-05,1.2588974497475092,2.4090000000000003
1886-04-06,1.2586825919213358,2.4095
1886-04-07,1.2707282202883827,2.41
1886-04-08,1.2694204231105826,2.4105000000000003
1886-04-09,1.270740402735688,2.411
1886-04-10,1.273155989474117,2.4115
1886-04-12,1.2935381074010928,2.412
1886-04-13,1.283467950193207,2.4125
1886-04-14,1.2830377684068153,2.4130000000000003
1886-04-15,1.2663858993877692,2.4135
1886-04-16,1.258059448281749,2.414
1886-04-17,1.262010168311744,2.4145
1886-04-19,1.2582857599604556,2.415
1886-04-20,1.2655283629172336,2.4155
1886-04-21,1.2729928650181817,2.416
1886-04-22,1.2716822279355837,2.4165
1886-04-24,1.270590525076679,2.417
1886-04-26,1.2705960249185233,2.4175
1886-04-27,1.2670885808944794,2.418
1886-04-28,1.253258598654263,2.4185
1886-04-29,1.2479895593353294,2.419
1886-04-30,1.237666100558396,2.4194999999999998
1886-05-01,1.2309738277813453,2.42
1886-05-03,1.211974889796666,2.4205
1886-05-04,1.224617640487434,2.421
1886-05-05,1.2403398065921436,2.4215
1886-05-06,1.2259521483419162,2.422
1886-05-07,1.2401386564393035,2.4225
1886-05-08,1.2453142865406206,2.423
1886-05-10,1.2480723196714305,2.4234999999999998
1886-05-11,1.2466530474887094,2.424
1886-05-12,1.2619465240327405,2.4245
1886-05-13,1.2574493612606599,2.425
1886-05-14,1.2426136323888228,2.4255
1886-05-15,1.2453727672014256,2.426
1886-05-17,1.2512122311516356,2.4265
1886-05-18,1.2409918649116176,2.427
1886-05-19,1.2386907291534224,2.4275
1886-05-20,1.2502527038105042,2.428
1886-05-21,1.2580755706997526,2.4285
1886-05-22,1.2689812347293798,2.4290000000000003
1886-05-24,1.2651410799734486,2.4295
1886-05-25,1.2665835034656145,2.43
1886-05-26,1.2807954931710515,2.4305
1886-05-27,1.2923680293642064,2.431
1886-05-28,1.279940784555444,2.4315
1886-05-29,1.2968008411097374,2.432
1886-06-01,1.3017899303571074,2.4325
1886-06-02,1.2940044826936117,2.4329807692307694
1886-06-03,1.2862173300887665,2.4334615384615383
1886-06-04,1.2980368037492178,2.4339423076923077
1886-06-05,1.2898076769112545,2.434423076923077
1886-06-07,1.2947987535494783,2.4349038461538464
1886-06-08,1.2916363740680592,2.4353846153846153
1886-06-09,1.3078698260848807,2.4358653846153846
1886-06-10,1.2956701845018528,2.436346153846154
1886-06-11,1.3041914556234144,2.4368269230769233
1886-06-12,1.3052178915616033,2.437307692307692
1886-06-14,1.3095522964278408,2.4377884615384615
1886-06-15,1.3108000752716573,2.438269230769231
1886-06-16,1.3235173639733662,2.4387499999999998
1886-06-17,1.3293992453053822,2.439230769230769
1886-06-18,1.335503086983113,2.4397115384615384
1886-06-19,1.347786014131945,2.4401923076923078
1886-06-21,1.3357991133876304,2.4406730769230767
1886-06-22,1.3328575883257283,2.441153846153846
1886-06-23,1.3438199802140764,2.4416346153846153
1886-06-24,1.3234407198449907,2.4421153846153847
1886-06-25,1.3357290370854153,2.4425961538461536
1886-06-26,1.335656278016581,2.443076923076923
1886-06-28,1.3320505784900551,2.4435576923076923
1886-06-29,1.3218191360552614,2.4440384615384616
1886-06-30,1.3215238794265278,2.4445192307692305
1886-07-01,1.3271968227415674,2.445
1886-07-02,1.3286738980055057,2.445480769230769
1886-07-03,1.3462791308509698,2.445961538461538
1886-07-06,1.3265470253510314,2.4464423076923074
1886-07-07,1.3335489764162853,2.4469230769230768
1886-07-08,1.3253031477769122,2.447403846153846
1886-07-09,1.3239073763674778,2.4478846153846154
1886-07-10,1.327374462830634,2.4483653846153843
1886-07-12,1.3102817670603026,2.4488461538461537
1886-07-13,1.3161801688995234,2.449326923076923
1886-07-14,1.3178784737766023,2.449807692307692
1886-07-15,1.3310773279208408,2.4502884615384612
1886-07-16,1.3310081499305697,2.4507692307692306
1886-07-17,1.3327086839717255,2.45125
1886-07-19,1.3248965170145424,2.4517307692307693
1886-07-20,1.3345619399396533,2.452211538461538
1886-07-21,1.3386975186094796,2.4526923076923075
1886-07-22,1.337965155445549,2.453173076923077
1886-07-23,1.3354619946638018,2.4536538461538457
1886-07-24,1.337606784783289,2.454134615384615
1886-07-26,1.3437369411346094,2.4546153846153844
1886-07-27,1.3458830617957798,2.4550961538461538
1886-07-28,1.35533712122886,2.455576923076923
1886-07-29,1.3481836906269318,2.456057692307692
1886-07-30,1.3534318037989694,2.4565384615384613
1886-07-31,1.3628898945997576,2.4570192307692307
1886-08-02,1.3725588196077176,2.4574999999999996
1886-08-03,1.36539121941181,2.457980769230769
1886-08-04,1.3670854358480342,2.4584615384615383
1886-08-05,1.373433672837522,2.4589423076923076
1886-08-06,1.3775669233735215,2.459423076923077
1886-08-07,1.3690669615452846,2.459903846153846
1886-08-09,1.3614518395012802,2.460384615384615
1886-08-10,1.3695756615262085,2.4608653846153845
1886-08-11,1.3615154739737274,2.4613461538461534
1886-08-12,1.359440699443381,2.4618269230769227
1886-08-13,1.355813206722149,2.462307692307692
1886-08-14,1.3581733095086104,2.4627884615384614
1886-08-16,1.3489994308771553,2.4632692307692308
1886-08-17,1.3305064409219303,2.4637499999999997
1886-08-18,1.3224369573722086,2.464230769230769
1886-08-19,1.3347792992792764,2.4647115384615383
1886-08-20,1.3511185042962357,2.4651923076923072
1886-08-21,1.3521478249761945,2.4656730769230766
1886-08-23,1.346740759671692,2.466153846153846
1886-08-24,1.3515434103730646,2.4666346153846153
1886-08-25,1.3403630764349617,2.4671153846153846
1886-08-26,1.3420577357685863,2.4675961538461535
1886-08-27,1.3497480333505945,2.468076923076923
1886-08-28,1.351221996767243,2.468557692307692
1886-08-30,1.3493647807390292,2.469038461538461
1886-08-31,1.340621475259032,2.4695192307692304
1886-09-01,1.3453642301555266,2.4699999999999998
1886-09-02,1.3521069650431983,2.470480769230769
1886-09-03,1.3657375939894265,2.4709615384615384
1886-09-04,1.3642615438189167,2.4714423076923073
1886-09-06,1.3723396482510788,2.4719230769230767
1886-09-07,1.368197417466502,2.472403846153846
1886-09-08,1.3778321659519142,2.4728846153846153
1886-09-09,1.371245203082781,2.4733653846153842
1886-09-10,1.377769901186524,2.4738461538461536
1886-09-11,1.3845175686424398,2.474326923076923
1886-09-13,1.3905992400721034,2.4748076923076923
1886-09-14,1.3889016362512303,2.475288461538461
1886-09-15,1.390315994470329,2.4757692307692305
1886-09-16,1.3977328138977445,2.47625
1886-09-17,1.4022603899637454,2.476730769230769
1886-09-18,1.4145701728616247,2.4772115384615385
1886-09-20,1.4257696482504956,2.4776923076923074
1886-09-21,1.4302996443131928,2.4781730769230768
1886-09-22,1.4297155508041595,2.478653846153846
1886-09-23,1.4273522718476959,2.4791346153846154
1886-09-24,1.4314382512425805,2.4796153846153843
1886-09-25,1.4326333999367789,2.4800961538461537
1886-09-27,1.4187038030582364,2.480576923076923
1886-09-28,1.4354689501741307,2.4810576923076924
1886-09-29,1.4395563454762552,2.4815384615384612
1886-09-30,1.4258472036171972,2.4820192307692306
1886-10-01,1.4164761487793553,2.4825
1886-10-02,1.4202304176348273,2.4829807692307693
1886-10-04,1.4282138574364485,2.4834615384615386
1886-10-05,1.4410959587724783,2.4839423076923075
1886-10-06,1.4395126678167451,2.484423076923077
1886-10-07,1.4330310152562997,2.484903846153846
1886-10-08,1.4343407032448858,2.4853846153846155
1886-10-09,1.4291927520080323,2.4858653846153844
1886-10-11,1.4227069732142232,2.4863461538461538
1886-10-12,1.4139919377571752,2.486826923076923
1886-10-13,1.4386915893256873,2.4873076923076924
1886-10-14,1.4473555750512395,2.4877884615384613
1886-10-15,1.4477767968765958,2.4882692307692307
1886-10-16,1.4493123503124148,2.48875
1886-10-18,1.442155107610556,2.4892307692307694
1886-10-19,1.4477031195139658,2.4897115384615387
1886-10-20,1.4394288136973301,2.4901923076923076
1886-10-21,1.4485457651011826,2.490673076923077
1886-10-22,1.4422765004168465,2.4911538461538463
1886-10-23,1.444481638166234,2.4916346153846156
1886-10-25,1.4362023440316605,2.4921153846153845
1886-10-26,1.446885576202093,2.492596153846154
1886-10-27,1.4452986734417022,2.493076923076923
1886-10-28,1.4528615291044684,2.4935576923076925
1886-10-29,1.4537302365230493,2.4940384615384614
1886-10-30,1.4637520035627416,2.4945192307692308
1886-11-01,1.4678704580214517,2.495
1886-11-03,1.472212754349527,2.4955208333333334
1886-11-04,1.4615946091432779,2.4960416666666667
1886-11-05,1.4599075322457897,2.4965625
1886-11-06,1.4651433863310799,2.4970833333333333
1886-11-08,1.4607761287863437,2.4976041666666666
1886-11-09,1.461768913979928,2.498125
1886-11-10,1.4703565557606035,2.4986458333333332
1886-11-11,1.4608507426377986,2.4991666666666665
1886-11-12,1.4658650084654214,2.4996875
1886-11-13,1.4675286605453863,2.500208333333333
1886-11-15,1.4707565317636464,2.5007291666666664
1886-11-16,1.4768897755983692,2.5012499999999998
1886-11-17,1.4743086575344067,2.5017708333333335
1886-11-18,1.4795489823498515,2.502291666666667
1886-11-19,1.4809905491961834,2.5028125
1886-11-20,1.4750564104786248,2.5033333333333334
1886-11-22,1.4756038460570224,2.5038541666666667
1886-11-23,1.4705627827978476,2.504375
1886-11-24,1.471780597854362,2.5048958333333333
1886-11-26,1.47679926456586,2.5054166666666666
1886-11-27,1.478912015788013,2.5059375
1886-11-29,1.4895219207351067,2.5064583333333332
1886-11-30,1.4762060841780804,2.5069791666666665
1886-12-01,1.489865461252297,2.5075
1886-12-02,1.4943587890644725,2.507990196078431
1886-12-03,1.5048936129157058,2.5084803921568626
1886-12-04,1.4995461669485315,2.508970588235294
1886-12-06,1.4962109192081807,2.5094607843137253
1886-12-07,1.4749692555370655,2.5099509803921567
1886-12-08,1.48506000484695,2.510441176470588
1886-12-09,1.4911239927950275,2.5109313725490194
1886-12-10,1.471662332381807,2.511421568627451
1886-12-11,1.4636163549594712,2.511911764705882
1886-12-13,1.4477276703509123,2.5124019607843135
1886-12-14,1.4278010432870831,2.512892156862745
1886-12-15,1.3964400052860149,2.5133823529411763
1886-12-16,1.4152696422155775,2.5138725490196077
1886-12-17,1.4119146444380168,2.514362745098039
1886-12-18,1.4170776330587518,2.5148529411764704
1886-12-20,1.3836761617811464,2.5153431372549018
1886-12-21,1.4000491029694913,2.515833333333333
1886-12-22,1.4045396604637588,2.5163235294117645
1886-12-23,1.4072369785574181,2.516813725490196
1886-12-24,1.4052234033715711,2.5173039215686273
1886-12-27,1.3915400806304807,2.5177941176470586
1886-12-28,1.4068053150732853,2.51828431372549
1886-12-29,1.4240956959926314,2.5187745098039214
1886-12-30,1.4380239622261664,2.5192647058823527
1886-12-31,1.4438728781741281,2.519754901960784
1887-01-03,1.440308574840578,2.5202450980392155
1887-01-04,1.4149541439950455,2.520735294117647
1887-01-05,1.419246872304359,2.5212254901960782
1887-01-06,1.4280351733369527,2.5217156862745096
1887-01-07,1.413003430296378,2.522205882352941
1887-01-08,1.4152748736821064,2.5226960784313723
1887-01-10,1.4197953020650722,2.5231862745098037
1887-01-11,1.4184708155933556,2.523676470588235
1887-01-12,1.4272665099544248,2.5241666666666664
1887-01-13,1.4162701759075242,2.524656862745098
1887-01-14,1.4257433643249968,2.525147058823529
1887-01-15,1.4322945532452585,2.5256372549019606
1887-01-17,1.4273697925760813,2.526127450980392
1887-01-18,1.4316724968608168,2.5266176470588233
1887-01-19,1.4391285449621467,2.5271078431372547
1887-01-20,1.4328512512798346,2.527598039215686
1887-01-21,1.4234185458610162,2.5280882352941174
1887-01-22,1.4259212410174504,2.528578431372549
1887-01-24,1.3919263212273327,2.52906862745098
1887-01-25,1.4153810154724975,2.5295588235294115
1887-01-26,1.402783174107539,2.530049019607843
1887-01-27,1.3982958510914056,2.5305392156862743
1887-01-28,1.4086871868305166,2.5310294117647056
1887-01-29,1.4017187333029086,2.531519607843137
1887-01-31,1.3945223493752381,2.5320098039215684
1887-02-01,1.3863768447237979,2.5324999999999998
1887-02-02,1.3980826185853061,2.5330434782608693
1887-02-03,1.3906121438663752,2.533586956521739
1887-02-04,1.4007420977601455,2.5341304347826084
1887-02-05,1.4174204937909591,2.5346739130434783
1887-02-07,1.4173988477551327,2.535217391304348
1887-02-08,1.4255049922625542,2.5357608695652174
1887-02-09,1.4392585902576163,2.536304347826087
1887-02-10,1.4437567462514227,2.5368478260869565
1887-02-11,1.4353816989922854,2.537391304347826
1887-02-12,1.4407842296418585,2.5379347826086955
1887-02-14,1.4312765356757158,2.538478260869565
1887-02-15,1.396909623160607,2.539021739130435
1887-02-16,1.4321408412961196,2.5395652173913046
1887-02-17,1.4228537352867923,2.540108695652174
1887-02-18,1.4289363333727338,2.5406521739130437
1887-02-19,1.435020642213354,2.541195652173913
1887-02-21,1.4309308743836358,2.5417391304347827
1887-02-23,1.443575908311216,2.5422826086956523
1887-02-24,1.4519268918282318,2.542826086956522
1887-02-25,1.4537196274451978,2.5433695652173918
1887-02-26,1.4421634701736314,2.5439130434782613
1887-02-28,1.435808762263329,2.544456521739131
1887-03-01,1.4286313388647585,2.5450000000000004
1887-03-02,1.4425023899412366,2.5454629629629633
1887-03-03,1.447773623388914,2.545925925925926
1887-03-04,1.4365212785981711,2.546388888888889
1887-03-05,1.4395289642426374,2.5468518518518524
1887-03-07,1.4497810427495799,2.5473148148148153
1887-03-08,1.4509786033132068,2.547777777777778
1887-03-09,1.4428939370899374,2.548240740740741
1887-03-10,1.4384311073680593,2.548703703703704
1887-03-11,1.4396282108336427,2.549166666666667
1887-03-12,1.4353911382157516,2.5496296296296297
